geo,tipo,año,trimestre,valor
08015 Badalona,1. Homicidios dolosos y asesinatos consumados,2023,T3,0.0
08015 Badalona,1. Homicidios dolosos y asesinatos consumados,2024,T3,1.0
08015 Badalona,1.-DELITOS Y FALTAS (EU),2015,T3,2612.0
08015 Badalona,1.-DELITOS Y FALTAS (EU),2016,T3,2606.0
08015 Badalona,1.-Homicidios dolosos y asesinatos consumados,2016,T3,0.0
08015 Badalona,1.-Homicidios dolosos y asesinatos consumados,2017,T3,0.0
08015 Badalona,1.-Homicidios dolosos y asesinatos consumados,2018,T3,0.0
08015 Badalona,1.-Homicidios dolosos y asesinatos consumados,2019,T3,0.0
08015 Badalona,1.-Homicidios dolosos y asesinatos consumados,2020,T3,0.0
08015 Badalona,1.-Homicidios dolosos y asesinatos consumados,2021,T3,0.0
08015 Badalona,1.-Homicidios dolosos y asesinatos consumados,2022,T3,0.0
08015 Badalona,10. Tráfico de drogas,2022,T3,16.0
08015 Badalona,10. Tráfico de drogas,2023,T3,30.0
08015 Badalona,10. Tráfico de drogas,2024,T3,19.0
08015 Badalona,10.-Tráfico de drogas,2016,T3,4.0
08015 Badalona,10.-Tráfico de drogas,2017,T3,9.0
08015 Badalona,10.-Tráfico de drogas,2018,T3,15.0
08015 Badalona,10.-Tráfico de drogas,2019,T3,12.0
08015 Badalona,10.-Tráfico de drogas,2020,T3,15.0
08015 Badalona,10.-Tráfico de drogas,2021,T3,13.0
08015 Badalona,10.-Tráfico de drogas,2022,T3,16.0
08015 Badalona,11. Resto de criminalidad convencional,2022,T3,1209.0
08015 Badalona,11. Resto de criminalidad convencional,2023,T3,2778.0
08015 Badalona,11. Resto de criminalidad convencional,2024,T3,1621.0
08015 Badalona,12.-Estafas informáticas,2022,T3,487.0
08015 Badalona,12.-Estafas informáticas,2023,T3,1180.0
08015 Badalona,12.-Estafas informáticas,2024,T3,497.0
08015 Badalona,13.-Otros ciberdelitos,2022,T3,12.0
08015 Badalona,13.-Otros ciberdelitos,2023,T3,44.0
08015 Badalona,13.-Otros ciberdelitos,2024,T3,21.0
08015 Badalona,2. Homicidios dolosos y asesinatos en grado tentativa,2022,T3,4.0
08015 Badalona,2. Homicidios dolosos y asesinatos en grado tentativa,2023,T3,4.0
08015 Badalona,2. Homicidios dolosos y asesinatos en grado tentativa,2024,T3,6.0
08015 Badalona,2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU),2015,T3,0.0
08015 Badalona,2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU),2016,T3,0.0
08015 Badalona,2.-Homicidios dolosos y asesinatos en grado tentativa,2016,T3,2.0
08015 Badalona,2.-Homicidios dolosos y asesinatos en grado tentativa,2017,T3,2.0
08015 Badalona,2.-Homicidios dolosos y asesinatos en grado tentativa,2018,T3,4.0
08015 Badalona,2.-Homicidios dolosos y asesinatos en grado tentativa,2019,T3,3.0
08015 Badalona,2.-Homicidios dolosos y asesinatos en grado tentativa,2020,T3,8.0
08015 Badalona,2.-Homicidios dolosos y asesinatos en grado tentativa,2021,T3,1.0
08015 Badalona,2.-Homicidios dolosos y asesinatos en grado tentativa,2022,T3,4.0
08015 Badalona,3. Delitos graves y menos graves de lesiones y riña tumultuaria,2022,T3,33.0
08015 Badalona,3. Delitos graves y menos graves de lesiones y riña tumultuaria,2023,T3,74.0
08015 Badalona,3. Delitos graves y menos graves de lesiones y riña tumultuaria,2024,T3,53.0
08015 Badalona,3.-Delitos graves y menos graves de lesiones y riña tumultuaria,2016,T3,0.0
08015 Badalona,3.-Delitos graves y menos graves de lesiones y riña tumultuaria,2017,T3,106.0
08015 Badalona,3.-Delitos graves y menos graves de lesiones y riña tumultuaria,2018,T3,92.0
08015 Badalona,3.-Delitos graves y menos graves de lesiones y riña tumultuaria,2019,T3,104.0
08015 Badalona,3.-Delitos graves y menos graves de lesiones y riña tumultuaria,2020,T3,127.0
08015 Badalona,3.-Delitos graves y menos graves de lesiones y riña tumultuaria,2021,T3,35.0
08015 Badalona,3.-Delitos graves y menos graves de lesiones y riña tumultuaria,2022,T3,33.0
08015 Badalona,3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU),2015,T3,306.0
08015 Badalona,3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU),2016,T3,289.0
08015 Badalona,4. Secuestro,2022,T3,0.0
08015 Badalona,4. Secuestro,2023,T3,0.0
08015 Badalona,4. Secuestro,2024,T3,0.0
08015 Badalona,4.-ROBOS CON FUERZA EN DOMICILIOS (EU),2015,T3,158.0
08015 Badalona,4.-ROBOS CON FUERZA EN DOMICILIOS (EU),2016,T3,115.0
08015 Badalona,4.-Secuestro,2016,T3,0.0
08015 Badalona,4.-Secuestro,2017,T3,0.0
08015 Badalona,4.-Secuestro,2018,T3,0.0
08015 Badalona,4.-Secuestro,2019,T3,0.0
08015 Badalona,4.-Secuestro,2020,T3,0.0
08015 Badalona,4.-Secuestro,2021,T3,0.0
08015 Badalona,4.-Secuestro,2022,T3,0.0
08015 Badalona,5. Delitos contra la libertad sexual,2022,T3,28.0
08015 Badalona,5. Delitos contra la libertad sexual,2023,T3,70.0
08015 Badalona,5. Delitos contra la libertad sexual,2024,T3,34.0
08015 Badalona,5.-Delitos contra la libertad e indemnidad sexual,2016,T3,20.0
08015 Badalona,5.-Delitos contra la libertad e indemnidad sexual,2017,T3,18.0
08015 Badalona,5.-Delitos contra la libertad e indemnidad sexual,2018,T3,23.0
08015 Badalona,5.-Delitos contra la libertad e indemnidad sexual,2019,T3,17.0
08015 Badalona,5.-Delitos contra la libertad e indemnidad sexual,2020,T3,34.0
08015 Badalona,5.-Delitos contra la libertad e indemnidad sexual,2021,T3,23.0
08015 Badalona,5.-Delitos contra la libertad e indemnidad sexual,2022,T3,28.0
08015 Badalona,5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU),2015,T3,53.0
08015 Badalona,5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU),2016,T3,58.0
08015 Badalona,5.1.-Agresión sexual con penetración,2016,T3,4.0
08015 Badalona,5.1.-Agresión sexual con penetración,2017,T3,3.0
08015 Badalona,5.1.-Agresión sexual con penetración,2018,T3,5.0
08015 Badalona,5.1.-Agresión sexual con penetración,2019,T3,2.0
08015 Badalona,5.1.-Agresión sexual con penetración,2020,T3,8.0
08015 Badalona,5.1.-Agresión sexual con penetración,2021,T3,6.0
08015 Badalona,5.1.-Agresión sexual con penetración,2022,T3,29.0
08015 Badalona,5.1.-Agresión sexual con penetración,2023,T3,28.0
08015 Badalona,5.1.-Agresión sexual con penetración,2024,T3,19.0
08015 Badalona,5.2.-Resto de delitos contra la libertad e indemnidad sexual,2016,T3,16.0
08015 Badalona,5.2.-Resto de delitos contra la libertad e indemnidad sexual,2017,T3,15.0
08015 Badalona,5.2.-Resto de delitos contra la libertad e indemnidad sexual,2018,T3,18.0
08015 Badalona,5.2.-Resto de delitos contra la libertad e indemnidad sexual,2019,T3,15.0
08015 Badalona,5.2.-Resto de delitos contra la libertad e indemnidad sexual,2020,T3,26.0
08015 Badalona,5.2.-Resto de delitos contra la libertad e indemnidad sexual,2021,T3,17.0
08015 Badalona,5.2.-Resto de delitos contra la libertad e indemnidad sexual,2022,T3,21.0
08015 Badalona,5.2.-Resto de delitos contra la libertad sexual,2022,T3,16.0
08015 Badalona,5.2.-Resto de delitos contra la libertad sexual,2023,T3,42.0
08015 Badalona,5.2.-Resto de delitos contra la libertad sexual,2024,T3,15.0
08015 Badalona,6. Robos con violencia e intimidación,2022,T3,405.0
08015 Badalona,6. Robos con violencia e intimidación,2023,T3,634.0
08015 Badalona,6. Robos con violencia e intimidación,2024,T3,321.0
08015 Badalona,6.-Robos con violencia e intimidación,2016,T3,292.0
08015 Badalona,6.-Robos con violencia e intimidación,2017,T3,261.0
08015 Badalona,6.-Robos con violencia e intimidación,2018,T3,267.0
08015 Badalona,6.-Robos con violencia e intimidación,2019,T3,375.0
08015 Badalona,6.-Robos con violencia e intimidación,2020,T3,690.0
08015 Badalona,6.-Robos con violencia e intimidación,2021,T3,255.0
08015 Badalona,6.-Robos con violencia e intimidación,2022,T3,405.0
08015 Badalona,6.-TRÁFICO DE DROGAS (EU),2015,T3,5.0
08015 Badalona,6.-TRÁFICO DE DROGAS (EU),2016,T3,4.0
08015 Badalona,"7. Robos con fuerza en domicilios, establecimientos y otras instalaciones",2022,T3,179.0
08015 Badalona,"7. Robos con fuerza en domicilios, establecimientos y otras instalaciones",2023,T3,242.0
08015 Badalona,"7. Robos con fuerza en domicilios, establecimientos y otras instalaciones",2024,T3,198.0
08015 Badalona,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2016,T3,148.0
08015 Badalona,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2017,T3,153.0
08015 Badalona,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2018,T3,148.0
08015 Badalona,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2019,T3,169.0
08015 Badalona,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2020,T3,281.0
08015 Badalona,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2021,T3,131.0
08015 Badalona,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2022,T3,179.0
08015 Badalona,7.-DAÑOS,2015,T3,257.0
08015 Badalona,7.-DAÑOS,2016,T3,291.0
08015 Badalona,7.1.-Robos con fuerza en domicilios,2016,T3,115.0
08015 Badalona,7.1.-Robos con fuerza en domicilios,2017,T3,122.0
08015 Badalona,7.1.-Robos con fuerza en domicilios,2018,T3,110.0
08015 Badalona,7.1.-Robos con fuerza en domicilios,2019,T3,107.0
08015 Badalona,7.1.-Robos con fuerza en domicilios,2020,T3,198.0
08015 Badalona,7.1.-Robos con fuerza en domicilios,2021,T3,107.0
08015 Badalona,7.1.-Robos con fuerza en domicilios,2022,T3,485.0
08015 Badalona,7.1.-Robos con fuerza en domicilios,2023,T3,176.0
08015 Badalona,7.1.-Robos con fuerza en domicilios,2024,T3,169.0
08015 Badalona,8. Hurtos,2022,T3,1002.0
08015 Badalona,8. Hurtos,2023,T3,2075.0
08015 Badalona,8. Hurtos,2024,T3,953.0
08015 Badalona,8.-HURTOS,2015,T3,836.0
08015 Badalona,8.-HURTOS,2016,T3,757.0
08015 Badalona,8.-Hurtos,2016,T3,755.0
08015 Badalona,8.-Hurtos,2017,T3,872.0
08015 Badalona,8.-Hurtos,2018,T3,849.0
08015 Badalona,8.-Hurtos,2019,T3,826.0
08015 Badalona,8.-Hurtos,2020,T3,1759.0
08015 Badalona,8.-Hurtos,2021,T3,813.0
08015 Badalona,8.-Hurtos,2022,T3,1002.0
08015 Badalona,9. Sustracciones de vehículos,2022,T3,71.0
08015 Badalona,9. Sustracciones de vehículos,2023,T3,120.0
08015 Badalona,9. Sustracciones de vehículos,2024,T3,68.0
08015 Badalona,9.-Sustracciones de vehículos,2016,T3,58.0
08015 Badalona,9.-Sustracciones de vehículos,2017,T3,74.0
08015 Badalona,9.-Sustracciones de vehículos,2018,T3,66.0
08015 Badalona,9.-Sustracciones de vehículos,2019,T3,59.0
08015 Badalona,9.-Sustracciones de vehículos,2020,T3,112.0
08015 Badalona,9.-Sustracciones de vehículos,2021,T3,48.0
08015 Badalona,9.-Sustracciones de vehículos,2022,T3,71.0
08015 Badalona,I. CRIMINALIDAD CONVENCIONAL,2022,T3,2947.0
08015 Badalona,I. CRIMINALIDAD CONVENCIONAL,2023,T3,6027.0
08015 Badalona,I. CRIMINALIDAD CONVENCIONAL,2024,T3,3274.0
08015 Badalona,II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),2022,T3,499.0
08015 Badalona,II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),2023,T3,1224.0
08015 Badalona,II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),2024,T3,518.0
08015 Badalona,III. TOTAL INFRACCIONES PENALES,2022,T3,3446.0
08015 Badalona,III. TOTAL INFRACCIONES PENALES,2023,T3,7251.0
08015 Badalona,III. TOTAL INFRACCIONES PENALES,2024,T3,3792.0
08015 Badalona,Resto de infracciones penales,2018,T3,1392.0
08015 Badalona,Resto de infracciones penales,2019,T3,1556.0
08015 Badalona,Resto de infracciones penales,2020,T3,3047.0
08015 Badalona,Resto de infracciones penales,2021,T3,1554.0
08015 Badalona,Resto de infracciones penales,2022,T3,1700.0
08015 Badalona,TOTAL INFRACCIONES PENALES,2016,T3,2607.0
08015 Badalona,TOTAL INFRACCIONES PENALES,2017,T3,2740.0
08015 Badalona,TOTAL INFRACCIONES PENALES,2018,T3,2856.0
08015 Badalona,TOTAL INFRACCIONES PENALES,2019,T3,3121.0
08015 Badalona,TOTAL INFRACCIONES PENALES,2020,T3,6073.0
08015 Badalona,TOTAL INFRACCIONES PENALES,2021,T3,2873.0
08015 Badalona,TOTAL INFRACCIONES PENALES,2022,T3,3438.0
08015 Badalona,1. Homicidios dolosos y asesinatos consumados,2022,T4,2.0
08015 Badalona,1. Homicidios dolosos y asesinatos consumados,2023,T4,2.0
08015 Badalona,1. Homicidios dolosos y asesinatos consumados,2024,T4,0.0
08015 Badalona,1.-DELITOS Y FALTAS (EU),2015,T4,2727.0
08015 Badalona,1.-DELITOS Y FALTAS (EU),2016,T4,2716.0
08015 Badalona,1.-Homicidios dolosos y asesinatos consumados,2016,T4,1.0
08015 Badalona,1.-Homicidios dolosos y asesinatos consumados,2017,T4,0.0
08015 Badalona,1.-Homicidios dolosos y asesinatos consumados,2018,T4,0.0
08015 Badalona,1.-Homicidios dolosos y asesinatos consumados,2019,T4,1.0
08015 Badalona,1.-Homicidios dolosos y asesinatos consumados,2020,T4,0.0
08015 Badalona,1.-Homicidios dolosos y asesinatos consumados,2021,T4,0.0
08015 Badalona,10. Tráfico de drogas,2022,T4,59.0
08015 Badalona,10. Tráfico de drogas,2023,T4,56.0
08015 Badalona,10. Tráfico de drogas,2024,T4,26.0
08015 Badalona,10.-Tráfico de drogas,2016,T4,6.0
08015 Badalona,10.-Tráfico de drogas,2017,T4,11.0
08015 Badalona,10.-Tráfico de drogas,2018,T4,22.0
08015 Badalona,10.-Tráfico de drogas,2019,T4,14.0
08015 Badalona,10.-Tráfico de drogas,2020,T4,24.0
08015 Badalona,10.-Tráfico de drogas,2021,T4,18.0
08015 Badalona,11. Resto de criminalidad convencional,2022,T4,6334.0
08015 Badalona,11. Resto de criminalidad convencional,2023,T4,2962.0
08015 Badalona,11. Resto de criminalidad convencional,2024,T4,1616.0
08015 Badalona,12.-Estafas informáticas,2022,T4,2424.0
08015 Badalona,12.-Estafas informáticas,2023,T4,1226.0
08015 Badalona,12.-Estafas informáticas,2024,T4,464.0
08015 Badalona,13.-Otros ciberdelitos,2022,T4,71.0
08015 Badalona,13.-Otros ciberdelitos,2023,T4,28.0
08015 Badalona,13.-Otros ciberdelitos,2024,T4,15.0
08015 Badalona,2. Homicidios dolosos y asesinatos en grado tentativa,2022,T4,11.0
08015 Badalona,2. Homicidios dolosos y asesinatos en grado tentativa,2023,T4,4.0
08015 Badalona,2. Homicidios dolosos y asesinatos en grado tentativa,2024,T4,1.0
08015 Badalona,2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU),2015,T4,1.0
08015 Badalona,2.-HOMICIDIOS DOLOSOS Y ASESINATOS CONSUMADOS (EU),2016,T4,1.0
08015 Badalona,2.-Homicidios dolosos y asesinatos en grado tentativa,2016,T4,2.0
08015 Badalona,2.-Homicidios dolosos y asesinatos en grado tentativa,2017,T4,2.0
08015 Badalona,2.-Homicidios dolosos y asesinatos en grado tentativa,2018,T4,1.0
08015 Badalona,2.-Homicidios dolosos y asesinatos en grado tentativa,2019,T4,1.0
08015 Badalona,2.-Homicidios dolosos y asesinatos en grado tentativa,2020,T4,1.0
08015 Badalona,2.-Homicidios dolosos y asesinatos en grado tentativa,2021,T4,2.0
08015 Badalona,3. Delitos graves y menos graves de lesiones y riña tumultuaria,2022,T4,150.0
08015 Badalona,3. Delitos graves y menos graves de lesiones y riña tumultuaria,2023,T4,70.0
08015 Badalona,3. Delitos graves y menos graves de lesiones y riña tumultuaria,2024,T4,35.0
08015 Badalona,3.-Delitos graves y menos graves de lesiones y riña tumultuaria,2016,T4,0.0
08015 Badalona,3.-Delitos graves y menos graves de lesiones y riña tumultuaria,2017,T4,97.0
08015 Badalona,3.-Delitos graves y menos graves de lesiones y riña tumultuaria,2018,T4,80.0
08015 Badalona,3.-Delitos graves y menos graves de lesiones y riña tumultuaria,2019,T4,90.0
08015 Badalona,3.-Delitos graves y menos graves de lesiones y riña tumultuaria,2020,T4,82.0
08015 Badalona,3.-Delitos graves y menos graves de lesiones y riña tumultuaria,2021,T4,23.0
08015 Badalona,3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU),2015,T4,321.0
08015 Badalona,3.-ROBO CON VIOLENCIA E INTIMIDACIÓN (EU),2016,T4,364.0
08015 Badalona,4. Secuestro,2022,T4,0.0
08015 Badalona,4. Secuestro,2023,T4,2.0
08015 Badalona,4. Secuestro,2024,T4,0.0
08015 Badalona,4.-ROBOS CON FUERZA EN DOMICILIOS (EU),2015,T4,150.0
08015 Badalona,4.-ROBOS CON FUERZA EN DOMICILIOS (EU),2016,T4,103.0
08015 Badalona,4.-Secuestro,2016,T4,0.0
08015 Badalona,4.-Secuestro,2017,T4,0.0
08015 Badalona,4.-Secuestro,2018,T4,0.0
08015 Badalona,4.-Secuestro,2019,T4,0.0
08015 Badalona,4.-Secuestro,2020,T4,0.0
08015 Badalona,4.-Secuestro,2021,T4,0.0
08015 Badalona,5. Delitos contra la libertad sexual,2022,T4,129.0
08015 Badalona,5. Delitos contra la libertad sexual,2023,T4,38.0
08015 Badalona,5. Delitos contra la libertad sexual,2024,T4,23.0
08015 Badalona,5.-Delitos contra la libertad e indemnidad sexual,2016,T4,22.0
08015 Badalona,5.-Delitos contra la libertad e indemnidad sexual,2017,T4,9.0
08015 Badalona,5.-Delitos contra la libertad e indemnidad sexual,2018,T4,18.0
08015 Badalona,5.-Delitos contra la libertad e indemnidad sexual,2019,T4,27.0
08015 Badalona,5.-Delitos contra la libertad e indemnidad sexual,2020,T4,36.0
08015 Badalona,5.-Delitos contra la libertad e indemnidad sexual,2021,T4,18.0
08015 Badalona,5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU),2015,T4,72.0
08015 Badalona,5.-SUSTRACCIÓN VEHÍCULOS A MOTOR (EU),2016,T4,70.0
08015 Badalona,5.1.-Agresión sexual con penetración,2016,T4,6.0
08015 Badalona,5.1.-Agresión sexual con penetración,2017,T4,1.0
08015 Badalona,5.1.-Agresión sexual con penetración,2018,T4,5.0
08015 Badalona,5.1.-Agresión sexual con penetración,2019,T4,26.0
08015 Badalona,5.1.-Agresión sexual con penetración,2020,T4,5.0
08015 Badalona,5.1.-Agresión sexual con penetración,2021,T4,4.0
08015 Badalona,5.1.-Agresión sexual con penetración,2022,T4,19.0
08015 Badalona,5.1.-Agresión sexual con penetración,2023,T4,12.0
08015 Badalona,5.1.-Agresión sexual con penetración,2024,T4,13.0
08015 Badalona,5.2.-Resto de delitos contra la libertad e indemnidad sexual,2016,T4,16.0
08015 Badalona,5.2.-Resto de delitos contra la libertad e indemnidad sexual,2017,T4,8.0
08015 Badalona,5.2.-Resto de delitos contra la libertad e indemnidad sexual,2018,T4,13.0
08015 Badalona,5.2.-Resto de delitos contra la libertad e indemnidad sexual,2019,T4,19.0
08015 Badalona,5.2.-Resto de delitos contra la libertad e indemnidad sexual,2020,T4,31.0
08015 Badalona,5.2.-Resto de delitos contra la libertad e indemnidad sexual,2021,T4,14.0
08015 Badalona,5.2.-Resto de delitos contra la libertad sexual,2022,T4,93.0
08015 Badalona,5.2.-Resto de delitos contra la libertad sexual,2023,T4,26.0
08015 Badalona,5.2.-Resto de delitos contra la libertad sexual,2024,T4,10.0
08015 Badalona,6. Robos con violencia e intimidación,2022,T4,1854.0
08015 Badalona,6. Robos con violencia e intimidación,2023,T4,750.0
08015 Badalona,6. Robos con violencia e intimidación,2024,T4,329.0
08015 Badalona,6.-Robos con violencia e intimidación,2016,T4,364.0
08015 Badalona,6.-Robos con violencia e intimidación,2017,T4,295.0
08015 Badalona,6.-Robos con violencia e intimidación,2018,T4,359.0
08015 Badalona,6.-Robos con violencia e intimidación,2019,T4,383.0
08015 Badalona,6.-Robos con violencia e intimidación,2020,T4,601.0
08015 Badalona,6.-Robos con violencia e intimidación,2021,T4,305.0
08015 Badalona,6.-TRÁFICO DE DROGAS (EU),2015,T4,6.0
08015 Badalona,6.-TRÁFICO DE DROGAS (EU),2016,T4,7.0
08015 Badalona,"7. Robos con fuerza en domicilios, establecimientos y otras instalaciones",2022,T4,1009.0
08015 Badalona,"7. Robos con fuerza en domicilios, establecimientos y otras instalaciones",2023,T4,204.0
08015 Badalona,"7. Robos con fuerza en domicilios, establecimientos y otras instalaciones",2024,T4,177.0
08015 Badalona,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2016,T4,132.0
08015 Badalona,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2017,T4,131.0
08015 Badalona,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2018,T4,152.0
08015 Badalona,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2019,T4,177.0
08015 Badalona,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2020,T4,224.0
08015 Badalona,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",2021,T4,201.0
08015 Badalona,7.-DAÑOS,2015,T4,308.0
08015 Badalona,7.-DAÑOS,2016,T4,283.0
08015 Badalona,7.1.-Robos con fuerza en domicilios,2016,T4,104.0
08015 Badalona,7.1.-Robos con fuerza en domicilios,2017,T4,89.0
08015 Badalona,7.1.-Robos con fuerza en domicilios,2018,T4,95.0
08015 Badalona,7.1.-Robos con fuerza en domicilios,2019,T4,507.0
08015 Badalona,7.1.-Robos con fuerza en domicilios,2020,T4,119.0
08015 Badalona,7.1.-Robos con fuerza en domicilios,2021,T4,120.0
08015 Badalona,7.1.-Robos con fuerza en domicilios,2022,T4,182.0
08015 Badalona,7.1.-Robos con fuerza en domicilios,2023,T4,108.0
08015 Badalona,7.1.-Robos con fuerza en domicilios,2024,T4,145.0
08015 Badalona,8. Hurtos,2022,T4,4760.0
08015 Badalona,8. Hurtos,2023,T4,1954.0
08015 Badalona,8. Hurtos,2024,T4,901.0
08015 Badalona,8.-HURTOS,2015,T4,835.0
08015 Badalona,8.-HURTOS,2016,T4,799.0
08015 Badalona,8.-Hurtos,2016,T4,800.0
08015 Badalona,8.-Hurtos,2017,T4,870.0
08015 Badalona,8.-Hurtos,2018,T4,930.0
08015 Badalona,8.-Hurtos,2019,T4,870.0
08015 Badalona,8.-Hurtos,2020,T4,1479.0
08015 Badalona,8.-Hurtos,2021,T4,887.0
08015 Badalona,9. Sustracciones de vehículos,2022,T4,329.0
08015 Badalona,9. Sustracciones de vehículos,2023,T4,110.0
08015 Badalona,9. Sustracciones de vehículos,2024,T4,60.0
08015 Badalona,9.-Sustracciones de vehículos,2016,T4,70.0
08015 Badalona,9.-Sustracciones de vehículos,2017,T4,62.0
08015 Badalona,9.-Sustracciones de vehículos,2018,T4,74.0
08015 Badalona,9.-Sustracciones de vehículos,2019,T4,55.0
08015 Badalona,9.-Sustracciones de vehículos,2020,T4,64.0
08015 Badalona,9.-Sustracciones de vehículos,2021,T4,57.0
08015 Badalona,I. CRIMINALIDAD CONVENCIONAL,2022,T4,14637.0
08015 Badalona,I. CRIMINALIDAD CONVENCIONAL,2023,T4,6152.0
08015 Badalona,I. CRIMINALIDAD CONVENCIONAL,2024,T4,3168.0
08015 Badalona,II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),2022,T4,2495.0
08015 Badalona,II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),2023,T4,1254.0
08015 Badalona,II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),2024,T4,479.0
08015 Badalona,III. TOTAL INFRACCIONES PENALES,2022,T4,17132.0
08015 Badalona,III. TOTAL INFRACCIONES PENALES,2023,T4,7406.0
08015 Badalona,III. TOTAL INFRACCIONES PENALES,2024,T4,3647.0
08015 Badalona,Resto de infracciones penales,2018,T4,1606.0
08015 Badalona,Resto de infracciones penales,2019,T4,1574.0
08015 Badalona,Resto de infracciones penales,2020,T4,2897.0
08015 Badalona,Resto de infracciones penales,2021,T4,1730.0
08015 Badalona,TOTAL INFRACCIONES PENALES,2016,T4,2720.0
08015 Badalona,TOTAL INFRACCIONES PENALES,2017,T4,2938.0
08015 Badalona,TOTAL INFRACCIONES PENALES,2018,T4,3242.0
08015 Badalona,TOTAL INFRACCIONES PENALES,2019,T4,3192.0
08015 Badalona,TOTAL INFRACCIONES PENALES,2020,T4,5408.0
08015 Badalona,TOTAL INFRACCIONES PENALES,2021,T4,3241.0
