PROVINCIA;NOMBRE;POB;AÑO;cod_mun
Lleida;Sant Esteve de la Sarga;130;2017;25196
Lleida;Sant Guim de Freixenet;1028;2017;25192
Lleida;Sant Guim de la Plana;177;2017;25197
Lleida;Sant Llorenç de Morunys;949;2017;25193
Lleida;Sant Martí de Riucorb;661;2017;25902
Lleida;Sant Ramon;507;2017;25194
Lleida;Sarroca de Bellera;120;2017;25201
Lleida;Sarroca de Lleida;370;2017;25200
Lleida;Senterada;136;2017;25202
Lleida;Sentiu de Sió, La;445;2017;25035
Lleida;Seròs;1895;2017;25204
Lleida;Seu d'Urgell, La;12015;2017;25203
Lleida;Sidamon;732;2017;25205
Lleida;Soleràs, El;346;2017;25206
Lleida;Solsona;8974;2017;25207
Lleida;Soriguera;403;2017;25208
Lleida;Sort;2128;2017;25209
Lleida;Soses;1719;2017;25210
Lleida;Sudanell;874;2017;25211
Lleida;Sunyer;359;2017;25212
Lleida;Talarn;702;2017;25215
Lleida;Talavera;250;2017;25216
Lleida;Tàrrega;16599;2017;25217
Lleida;Tarrés;99;2017;25218
Lleida;Tarroja de Segarra;181;2017;25219
Lleida;Térmens;1442;2017;25220
Lleida;Tírvia;141;2017;25221
Lleida;Tiurana;76;2017;25222
Lleida;Torà;1223;2017;25223
Lleida;Torms, Els;147;2017;25224
Lleida;Tornabous;858;2017;25225
Lleida;Torre de Cabdella, La;754;2017;25227
Lleida;Torrebesses;290;2017;25226
Lleida;Torrefarrera;4653;2017;25228
Lleida;Torrefeta i Florejacs;591;2017;25907
Lleida;Torregrossa;2192;2017;25230
Lleida;Torrelameu;715;2017;25231
Lleida;Torres de Segre;2225;2017;25232
Lleida;Torre-serona;363;2017;25233
Lleida;Tremp;5906;2017;25234
Lleida;Vall de Boí, La;1015;2017;25043
Lleida;Vall de Cardós;360;2017;25901
Lleida;Vallbona de les Monges;226;2017;25238
Lleida;Vallfogona de Balaguer;1867;2017;25240
Lleida;Valls d'Aguilar, Les;277;2017;25906
Lleida;Valls de Valira, Les;808;2017;25239
Lleida;Vansa i Fórnols, La;180;2017;25909
Lleida;Verdú;924;2017;25242
Lleida;Vielha e Mijaran;5512;2017;25243
Lleida;Vilagrassa;522;2017;25244
Lleida;Vilaller;547;2017;25245
Lleida;Vilamòs;151;2017;25247
Lleida;Vilanova de Bellpuig;1159;2017;25248
Lleida;Vilanova de la Barca;1044;2017;25254
Lleida;Vilanova de l'Aguda;206;2017;25249
Lleida;Vilanova de Meià;401;2017;25250
Lleida;Vilanova de Segrià;943;2017;25251
Lleida;Vila-sana;721;2017;25252
Lleida;Vilosell, El;180;2017;25253
Lleida;Vinaixa;483;2017;25255
Lugo;Abadín;2490;2017;27001
Lugo;Alfoz;1782;2017;27002
Lugo;Antas de Ulla;2059;2017;27003
Lugo;Baleira;1296;2017;27004
Lugo;Baralla;2630;2017;27901
Lugo;Barreiros;2948;2017;27005
Lugo;Becerreá;2856;2017;27006
Lugo;Begonte;3071;2017;27007
Lugo;Bóveda;1527;2017;27008
Lugo;Burela;9524;2017;27902
Lugo;Carballedo;2266;2017;27009
Lugo;Castro de Rei;5013;2017;27010
Lugo;Castroverde;2676;2017;27011
Lugo;Cervantes;1423;2017;27012
Lugo;Cervo;4274;2017;27013
Lugo;Chantada;8371;2017;27016
Lugo;Corgo, O;3523;2017;27014
Lugo;Cospeito;4665;2017;27015
Lugo;Folgoso do Courel;1025;2017;27017
Lugo;Fonsagrada, A;3670;2017;27018
Lugo;Foz;9931;2017;27019
Lugo;Friol;3842;2017;27020
Lugo;Guitiriz;5512;2017;27022
Lugo;Guntín;2780;2017;27023
Lugo;Incio, O;1667;2017;27024
Lugo;Láncara;2696;2017;27026
Lugo;Lourenzá;2224;2017;27027
Lugo;Lugo;97995;2017;27028
Lugo;Meira;1726;2017;27029
Lugo;Mondoñedo;3722;2017;27030
Lugo;Monforte de Lemos;18783;2017;27031
Lugo;Monterroso;3678;2017;27032
Lugo;Muras;648;2017;27033
Lugo;Navia de Suarna;1140;2017;27034
Lugo;Negueira de Muñiz;219;2017;27035
Lugo;Nogais, As;1146;2017;27037
Lugo;Ourol;1016;2017;27038
Lugo;Outeiro de Rei;5063;2017;27039
Lugo;Palas de Rei;3489;2017;27040
Lugo;Pantón;2565;2017;27041
Lugo;Paradela;1851;2017;27042
Lugo;Páramo, O;1420;2017;27043
Lugo;Pastoriza, A;3133;2017;27044
Lugo;Pedrafita do Cebreiro;1070;2017;27045
Lugo;Pobra do Brollón, A;1709;2017;27047
Lugo;Pol;1663;2017;27046
Lugo;Pontenova, A;2330;2017;27048
Lugo;Portomarín;1508;2017;27049
Lugo;Quiroga;3328;2017;27050
Lugo;Rábade;1519;2017;27056
Lugo;Ribadeo;9962;2017;27051
Lugo;Ribas de Sil;980;2017;27052
Lugo;Ribeira de Piquín;554;2017;27053
Lugo;Riotorto;1288;2017;27054
Lugo;Samos;1343;2017;27055
Lugo;Sarria;13359;2017;27057
Lugo;Saviñao, O;3832;2017;27058
Lugo;Sober;2338;2017;27059
Lugo;Taboada;2862;2017;27060
Lugo;Trabada;1117;2017;27061
Lugo;Triacastela;658;2017;27062
Lugo;Valadouro, O;2002;2017;27063
Lugo;Vicedo, O;1747;2017;27064
Lugo;Vilalba;14354;2017;27065
Lugo;Viveiro;15550;2017;27066
Lugo;Xermade;1884;2017;27021
Lugo;Xove;3342;2017;27025
Madrid;Acebeda, La;66;2017;28001
Madrid;Ajalvir;4455;2017;28002
Madrid;Alameda del Valle;199;2017;28003
Madrid;Álamo, El;9149;2017;28004
Madrid;Alcalá de Henares;194310;2017;28005
Madrid;Alcobendas;114864;2017;28006
Madrid;Alcorcón;168141;2017;28007
Madrid;Aldea del Fresno;2616;2017;28008
Madrid;Algete;20419;2017;28009
Madrid;Alpedrete;14240;2017;28010
Madrid;Ambite;677;2017;28011
Madrid;Anchuelo;1238;2017;28012
Madrid;Aranjuez;58213;2017;28013
Madrid;Arganda del Rey;53821;2017;28014
Madrid;Arroyomolinos;29128;2017;28015
Madrid;Atazar, El;97;2017;28016
Madrid;Batres;1610;2017;28017
Madrid;Becerril de la Sierra;5457;2017;28018
Madrid;Belmonte de Tajo;1628;2017;28019
Madrid;Berrueco, El;743;2017;28021
Madrid;Berzosa del Lozoya;203;2017;28020
Madrid;Boadilla del Monte;51463;2017;28022
Madrid;Boalo, El;7358;2017;28023
Madrid;Braojos;208;2017;28024
Madrid;Brea de Tajo;539;2017;28025
Madrid;Brunete;10373;2017;28026
Madrid;Buitrago del Lozoya;1854;2017;28027
Madrid;Bustarviejo;2399;2017;28028
Madrid;Cabanillas de la Sierra;712;2017;28029
Madrid;Cabrera, La;2570;2017;28030
Madrid;Cadalso de los Vidrios;3053;2017;28031
Madrid;Camarma de Esteruelas;7084;2017;28032
Madrid;Campo Real;5995;2017;28033
Madrid;Canencia;448;2017;28034
Madrid;Carabaña;1940;2017;28035
Madrid;Casarrubuelos;3650;2017;28036
Madrid;Cenicientos;1984;2017;28037
Madrid;Cercedilla;6853;2017;28038
Madrid;Cervera de Buitrago;156;2017;28039
Madrid;Chapinería;2225;2017;28051
Madrid;Chinchón;5240;2017;28052
Madrid;Ciempozuelos;23737;2017;28040
Madrid;Cobeña;7163;2017;28041
Madrid;Collado Mediano;6666;2017;28046
Madrid;Collado Villalba;62152;2017;28047
Madrid;Colmenar de Oreja;7810;2017;28043
Madrid;Colmenar del Arroyo;1632;2017;28042
Madrid;Colmenar Viejo;48614;2017;28045
Madrid;Colmenarejo;9015;2017;28044
Madrid;Corpa;684;2017;28048
Madrid;Coslada;83011;2017;28049
Madrid;Cubas de la Sagra;6112;2017;28050
Madrid;Daganzo de Arriba;10082;2017;28053
Madrid;Escorial, El;15562;2017;28054
Madrid;Estremera;1261;2017;28055
Madrid;Fresnedillas de la Oliva;1550;2017;28056
Madrid;Fresno de Torote;2115;2017;28057
Madrid;Fuenlabrada;194669;2017;28058
Madrid;Fuente el Saz de Jarama;6424;2017;28059
Madrid;Fuentidueña de Tajo;1980;2017;28060
Madrid;Galapagar;32903;2017;28061
Madrid;Garganta de los Montes;331;2017;28062
Madrid;Gargantilla del Lozoya y Pinilla de Buitrago;315;2017;28063
Madrid;Gascones;176;2017;28064
Madrid;Getafe;178288;2017;28065
Madrid;Griñón;10060;2017;28066
Madrid;Guadalix de la Sierra;6049;2017;28067
Madrid;Guadarrama;15620;2017;28068
Madrid;Hiruela, La;52;2017;28069
Madrid;Horcajo de la Sierra-Aoslos;142;2017;28070
Madrid;Horcajuelo de la Sierra;88;2017;28071
Madrid;Hoyo de Manzanares;8032;2017;28072
Madrid;Humanes de Madrid;19607;2017;28073
Madrid;Leganés;187720;2017;28074
Madrid;Loeches;8525;2017;28075
Madrid;Lozoya;559;2017;28076
Madrid;Lozoyuela-Navas-Sieteiglesias;1237;2017;28901
Madrid;Madarcos;46;2017;28078
Madrid;Madrid;3182981;2017;28079
Madrid;Majadahonda;71299;2017;28080
Madrid;Manzanares el Real;8500;2017;28082
Madrid;Meco;13570;2017;28083
Madrid;Mejorada del Campo;22948;2017;28084
Madrid;Miraflores de la Sierra;5817;2017;28085
Madrid;Molar, El;8491;2017;28086
Madrid;Molinos, Los;4345;2017;28087
Madrid;Montejo de la Sierra;356;2017;28088
Madrid;Moraleja de Enmedio;4870;2017;28089
Madrid;Moralzarzal;12496;2017;28090
Madrid;Morata de Tajuña;7482;2017;28091
Madrid;Móstoles;206589;2017;28092
Madrid;Navacerrada;2894;2017;28093
Madrid;Navalafuente;1340;2017;28094
Madrid;Navalagamella;2443;2017;28095
Madrid;Navalcarnero;27570;2017;28096
Madrid;Navarredonda y San Mamés;131;2017;28097
Madrid;Navas del Rey;2751;2017;28099
Madrid;Nuevo Baztán;6091;2017;28100
Madrid;Olmeda de las Fuentes;332;2017;28101
Madrid;Orusco de Tajuña;1218;2017;28102
Madrid;Paracuellos de Jarama;23905;2017;28104
Madrid;Parla;125898;2017;28106
Madrid;Patones;553;2017;28107
Madrid;Pedrezuela;5613;2017;28108
Madrid;Pelayos de la Presa;2468;2017;28109
Madrid;Perales de Tajuña;2817;2017;28110
Madrid;Pezuela de las Torres;816;2017;28111
Madrid;Pinilla del Valle;185;2017;28112
Madrid;Pinto;50442;2017;28113
Madrid;Piñuécar-Gandullas;183;2017;28114
Madrid;Pozuelo de Alarcón;85605;2017;28115
Madrid;Pozuelo del Rey;1099;2017;28116
Madrid;Prádena del Rincón;132;2017;28117
Madrid;Puebla de la Sierra;61;2017;28118
Madrid;Puentes Viejas;632;2017;28902
Madrid;Quijorna;3282;2017;28119
Madrid;Rascafría;1672;2017;28120
Madrid;Redueña;248;2017;28121
Madrid;Ribatejada;702;2017;28122
Madrid;Rivas-Vaciamadrid;83767;2017;28123
Madrid;Robledillo de la Jara;87;2017;28124
Madrid;Robledo de Chavela;4073;2017;28125
Madrid;Robregordo;44;2017;28126
Madrid;Rozas de Madrid, Las;95071;2017;28127
Madrid;Rozas de Puerto Real;534;2017;28128
Madrid;San Agustín del Guadalix;13103;2017;28129
Madrid;San Fernando de Henares;39681;2017;28130
Madrid;San Lorenzo de El Escorial;18024;2017;28131
Madrid;San Martín de la Vega;18824;2017;28132
Madrid;San Martín de Valdeiglesias;8298;2017;28133
Madrid;San Sebastián de los Reyes;86707;2017;28134
Madrid;Santa María de la Alameda;1163;2017;28135
Madrid;Santorcaz;856;2017;28136
Madrid;Santos de la Humosa, Los;2486;2017;28137
Madrid;Serna del Monte, La;73;2017;28138
Madrid;Serranillos del Valle;3967;2017;28140
Madrid;Sevilla la Nueva;9093;2017;28141
Madrid;Somosierra;77;2017;28143
Madrid;Soto del Real;8607;2017;28144
Madrid;Talamanca de Jarama;3573;2017;28145
Madrid;Tielmes;2610;2017;28146
Madrid;Titulcia;1274;2017;28147
Madrid;Torrejón de Ardoz;128013;2017;28148
Madrid;Torrejón de la Calzada;8418;2017;28149
Madrid;Torrejón de Velasco;4261;2017;28150
Madrid;Torrelaguna;4712;2017;28151
Madrid;Torrelodones;23128;2017;28152
Madrid;Torremocha de Jarama;942;2017;28153
Madrid;Torres de la Alameda;7825;2017;28154
Madrid;Tres Cantos;46046;2017;28903
Madrid;Valdaracete;643;2017;28155
Madrid;Valdeavero;1450;2017;28156
Madrid;Valdelaguna;867;2017;28157
Madrid;Valdemanco;916;2017;28158
Madrid;Valdemaqueda;768;2017;28159
Madrid;Valdemorillo;12300;2017;28160
Madrid;Valdemoro;73976;2017;28161
Madrid;Valdeolmos-Alalpardo;3906;2017;28162
Madrid;Valdepiélagos;587;2017;28163
Madrid;Valdetorres de Jarama;4316;2017;28164
Madrid;Valdilecha;2755;2017;28165
Madrid;Valverde de Alcalá;427;2017;28166
Madrid;Velilla de San Antonio;12111;2017;28167
Madrid;Vellón, El;1834;2017;28168
Madrid;Venturada;2032;2017;28169
Madrid;Villa del Prado;6337;2017;28171
Madrid;Villaconejos;3350;2017;28170
Madrid;Villalbilla;13038;2017;28172
Madrid;Villamanrique de Tajo;694;2017;28173
Madrid;Villamanta;2491;2017;28174
Madrid;Villamantilla;1382;2017;28175
Madrid;Villanueva de la Cañada;20320;2017;28176
Madrid;Villanueva de Perales;1519;2017;28178
Madrid;Villanueva del Pardillo;17025;2017;28177
Madrid;Villar del Olmo;1997;2017;28179
Madrid;Villarejo de Salvanés;7245;2017;28180
Madrid;Villaviciosa de Odón;27504;2017;28181
Madrid;Villavieja del Lozoya;267;2017;28182
Madrid;Zarzalejo;1596;2017;28183
Málaga;Alameda;5384;2017;29001
Málaga;Alcaucín;2253;2017;29002
Málaga;Alfarnate;1113;2017;29003
Málaga;Alfarnatejo;397;2017;29004
Málaga;Algarrobo;6284;2017;29005
Málaga;Algatocín;778;2017;29006
Málaga;Alhaurín de la Torre;39153;2017;29007
Málaga;Alhaurín el Grande;24720;2017;29008
Málaga;Almáchar;1814;2017;29009
Málaga;Almargen;2004;2017;29010
Málaga;Almogía;3765;2017;29011
Málaga;Álora;12924;2017;29012
Málaga;Alozaina;2017;2017;29013
Málaga;Alpandeire;244;2017;29014
Málaga;Antequera;41104;2017;29015
Málaga;Árchez;405;2017;29016
Málaga;Archidona;8398;2017;29017
Málaga;Ardales;2469;2017;29018
Málaga;Arenas;1190;2017;29019
Málaga;Arriate;4094;2017;29020
Málaga;Atajate;167;2017;29021
Málaga;Benadalid;223;2017;29022
Málaga;Benahavís;7348;2017;29023
Málaga;Benalauría;449;2017;29024
Málaga;Benalmádena;68859;2017;29025
Málaga;Benamargosa;1532;2017;29026
Málaga;Benamocarra;2988;2017;29027
Málaga;Benaoján;1497;2017;29028
Málaga;Benarrabá;480;2017;29029
Málaga;Borge, El;940;2017;29030
Málaga;Burgo, El;1848;2017;29031
Málaga;Campillos;8547;2017;29032
Málaga;Canillas de Aceituno;1672;2017;29033
Málaga;Canillas de Albaida;741;2017;29034
Málaga;Cañete la Real;1674;2017;29035
Málaga;Carratraca;751;2017;29036
Málaga;Cartajima;244;2017;29037
Málaga;Cártama;25317;2017;29038
Málaga;Casabermeja;3442;2017;29039
Málaga;Casarabonela;2550;2017;29040
Málaga;Casares;5743;2017;29041
Málaga;Coín;21562;2017;29042
Málaga;Colmenar;3383;2017;29043
Málaga;Comares;1315;2017;29044
Málaga;Cómpeta;3847;2017;29045
Málaga;Cortes de la Frontera;3268;2017;29046
Málaga;Cuevas Bajas;1416;2017;29047
Málaga;Cuevas de San Marcos;3722;2017;29049
Málaga;Cuevas del Becerro;1608;2017;29048
Málaga;Cútar;597;2017;29050
Málaga;Estepona;66863;2017;29051
Málaga;Faraján;248;2017;29052
Málaga;Frigiliana;3066;2017;29053
Málaga;Fuengirola;74929;2017;29054
Málaga;Fuente de Piedra;2507;2017;29055
Málaga;Gaucín;1588;2017;29056
Málaga;Genalguacil;405;2017;29057
Málaga;Guaro;2087;2017;29058
Málaga;Humilladero;3292;2017;29059
Málaga;Igualeja;778;2017;29060
Málaga;Istán;1432;2017;29061
Málaga;Iznate;856;2017;29062
Málaga;Jimera de Líbar;396;2017;29063
Málaga;Jubrique;589;2017;29064
Málaga;Júzcar;226;2017;29065
Málaga;Macharaviaya;448;2017;29066
Málaga;Málaga;569002;2017;29067
Málaga;Manilva;14589;2017;29068
Málaga;Marbella;141172;2017;29069
Málaga;Mijas;77151;2017;29070
Málaga;Moclinejo;1204;2017;29071
Málaga;Mollina;4924;2017;29072
Málaga;Monda;2475;2017;29073
Málaga;Montecorto;630;2017;29903
Málaga;Montejaque;997;2017;29074
Málaga;Nerja;21047;2017;29075
Málaga;Ojén;3517;2017;29076
Málaga;Parauta;209;2017;29077
Málaga;Periana;3124;2017;29079
Málaga;Pizarra;9073;2017;29080
Málaga;Pujerra;307;2017;29081
Málaga;Rincón de la Victoria;45138;2017;29082
Málaga;Riogordo;2715;2017;29083
Málaga;Ronda;34268;2017;29084
Málaga;Salares;175;2017;29085
Málaga;Sayalonga;1579;2017;29086
Málaga;Sedella;634;2017;29087
Málaga;Serrato;494;2017;29904
Málaga;Sierra de Yeguas;3363;2017;29088
Málaga;Teba;3847;2017;29089
Málaga;Tolox;2062;2017;29090
Málaga;Torremolinos;67701;2017;29901
Málaga;Torrox;15371;2017;29091
Málaga;Totalán;710;2017;29092
Málaga;Valle de Abdalajís;2577;2017;29093
Málaga;Vélez-Málaga;79878;2017;29094
Málaga;Villanueva de Algaidas;4238;2017;29095
Málaga;Villanueva de la Concepción;3290;2017;29902
Málaga;Villanueva de Tapia;1523;2017;29098
Málaga;Villanueva del Rosario;3383;2017;29096
Málaga;Villanueva del Trabuco;5327;2017;29097
Málaga;Viñuela;2045;2017;29099
Málaga;Yunquera;2926;2017;29100
Murcia;Abanilla;6158;2017;30001
Murcia;Abarán;13089;2017;30002
Murcia;Águilas;34758;2017;30003
Murcia;Albudeite;1359;2017;30004
Murcia;Alcantarilla;41331;2017;30005
Murcia;Alcázares, Los;15349;2017;30902
Murcia;Aledo;945;2017;30006
Murcia;Alguazas;9557;2017;30007
Murcia;Alhama de Murcia;21448;2017;30008
Murcia;Archena;18771;2017;30009
Murcia;Beniel;11233;2017;30010
Murcia;Blanca;6521;2017;30011
Murcia;Bullas;11546;2017;30012
Murcia;Calasparra;10214;2017;30013
Murcia;Campos del Río;2022;2017;30014
Murcia;Caravaca de la Cruz;25633;2017;30015
Murcia;Cartagena;214177;2017;30016
Murcia;Cehegín;15193;2017;30017
Murcia;Ceutí;11472;2017;30018
Murcia;Cieza;34987;2017;30019
Murcia;Fortuna;10049;2017;30020
Murcia;Fuente Álamo de Murcia;16180;2017;30021
Murcia;Jumilla;25672;2017;30022
Murcia;Librilla;5160;2017;30023
Murcia;Lorca;92299;2017;30024
Murcia;Lorquí;7039;2017;30025
Murcia;Mazarrón;30996;2017;30026
Murcia;Molina de Segura;70344;2017;30027
Murcia;Moratalla;8048;2017;30028
Murcia;Mula;16713;2017;30029
Murcia;Murcia;443243;2017;30030
Murcia;Ojós;494;2017;30031
Murcia;Pliego;3873;2017;30032
Murcia;Puerto Lumbreras;15020;2017;30033
Murcia;Ricote;1315;2017;30034
Murcia;San Javier;31695;2017;30035
Murcia;San Pedro del Pinatar;24903;2017;30036
Murcia;Santomera;16058;2017;30901
Murcia;Torre-Pacheco;35198;2017;30037
Murcia;Torres de Cotillas, Las;21420;2017;30038
Murcia;Totana;31394;2017;30039
Murcia;Ulea;891;2017;30040
Murcia;Unión, La;19764;2017;30041
Murcia;Villanueva del Río Segura;2650;2017;30042
Murcia;Yecla;34092;2017;30043
Navarra;Abáigar;88;2017;31001
Navarra;Abárzuza/Abartzuza;524;2017;31002
Navarra;Abaurregaina/Abaurrea Alta;124;2017;31003
Navarra;Abaurrepea/Abaurrea Baja;34;2017;31004
Navarra;Aberin;358;2017;31005
Navarra;Ablitas;2514;2017;31006
Navarra;Adiós;155;2017;31007
Navarra;Aguilar de Codés;72;2017;31008
Navarra;Aibar/Oibar;800;2017;31009
Navarra;Allín/Allin;853;2017;31011
Navarra;Allo;980;2017;31012
Navarra;Altsasu/Alsasua;7419;2017;31010
Navarra;Améscoa Baja;750;2017;31013
Navarra;Ancín/Antzin;357;2017;31014
Navarra;Andosilla;2718;2017;31015
Navarra;Ansoáin/Antsoain;10752;2017;31016
Navarra;Anue;477;2017;31017
Navarra;Añorbe;543;2017;31018
Navarra;Aoiz/Agoitz;2561;2017;31019
Navarra;Araitz;523;2017;31020
Navarra;Arakil;947;2017;31025
Navarra;Aranarache/Aranaratxe;74;2017;31021
Navarra;Aranguren;10239;2017;31023
Navarra;Arano;110;2017;31024
Navarra;Arantza;623;2017;31022
Navarra;Aras;163;2017;31026
Navarra;Arbizu;1119;2017;31027
Navarra;Arce/Artzi;271;2017;31028
Navarra;Arcos, Los;1104;2017;31029
Navarra;Arellano;159;2017;31030
Navarra;Areso;261;2017;31031
Navarra;Arguedas;2300;2017;31032
Navarra;Aria;53;2017;31033
Navarra;Aribe;41;2017;31034
Navarra;Armañanzas;60;2017;31035
Navarra;Arróniz;1044;2017;31036
Navarra;Arruazu;101;2017;31037
Navarra;Artajona;1658;2017;31038
Navarra;Artazu;117;2017;31039
Navarra;Atez/Atetz;227;2017;31040
Navarra;Auritz/Burguete;244;2017;31058
Navarra;Ayegui/Aiegi;2346;2017;31041
Navarra;Azagra;3843;2017;31042
Navarra;Azuelo;34;2017;31043
Navarra;Bakaiku;345;2017;31044
Navarra;Barañáin/Barañain;20124;2017;31901
Navarra;Barásoain;650;2017;31045
Navarra;Barbarin;58;2017;31046
Navarra;Bargota;276;2017;31047
Navarra;Barillas;218;2017;31048
Navarra;Basaburua;850;2017;31049
Navarra;Baztan;7736;2017;31050
Navarra;Beintza-Labaien;232;2017;31137
Navarra;Beire;298;2017;31051
Navarra;Belascoáin;123;2017;31052
Navarra;Bera;3763;2017;31250
Navarra;Berbinzana;605;2017;31053
Navarra;Beriáin;3894;2017;31905
Navarra;Berrioplano/Berriobeiti;6872;2017;31902
Navarra;Berriozar;9874;2017;31903
Navarra;Bertizarana;591;2017;31054
Navarra;Betelu;346;2017;31055
Navarra;Bidaurreta;169;2017;31253
Navarra;Biurrun-Olcoz;207;2017;31056
Navarra;Buñuel;2232;2017;31057
Navarra;Burgui/Burgi;209;2017;31059
Navarra;Burlada/Burlata;18591;2017;31060
Navarra;Busto, El;62;2017;31061
Navarra;Cabanillas;1366;2017;31062
Navarra;Cabredo;101;2017;31063
Navarra;Cadreita;2028;2017;31064
Navarra;Caparroso;2724;2017;31065
Navarra;Cárcar;1038;2017;31066
Navarra;Carcastillo;2491;2017;31067
Navarra;Cascante;3780;2017;31068
Navarra;Cáseda;975;2017;31069
Navarra;Castejón;4116;2017;31070
Navarra;Castillonuevo;17;2017;31071
Navarra;Cendea de Olza/Oltza Zendea;1853;2017;31193
Navarra;Cintruénigo;7839;2017;31072
Navarra;Cirauqui/Zirauki;478;2017;31074
Navarra;Ciriza/Ziritza;137;2017;31075
Navarra;Cizur;3784;2017;31076
Navarra;Corella;7640;2017;31077
Navarra;Cortes;3137;2017;31078
Navarra;Desojo;79;2017;31079
Navarra;Dicastillo;612;2017;31080
Navarra;Donamaria;434;2017;31081
Navarra;Doneztebe/Santesteban;1732;2017;31221
Navarra;Echarri/Etxarri;80;2017;31083
Navarra;Elgorriaga;203;2017;31087
Navarra;Enériz/Eneritz;293;2017;31089
Navarra;Eratsun;154;2017;31090
Navarra;Ergoiena;399;2017;31091
Navarra;Erro;789;2017;31092
Navarra;Eslava;118;2017;31094
Navarra;Esparza de Salazar/Espartza Zaraitzu;79;2017;31095
Navarra;Espronceda;108;2017;31096
Navarra;Estella-Lizarra;13707;2017;31097
Navarra;Esteribar;2629;2017;31098
Navarra;Etayo;70;2017;31099
Navarra;Etxalar;808;2017;31082
Navarra;Etxarri Aranatz;2464;2017;31084
Navarra;Etxauri;602;2017;31085
Navarra;Eulate;289;2017;31100
Navarra;Ezcabarte;1797;2017;31101
Navarra;Ezcároz/Ezkaroze;313;2017;31093
Navarra;Ezkurra;154;2017;31102
Navarra;Ezprogui;44;2017;31103
Navarra;Falces;2313;2017;31104
Navarra;Fitero;2034;2017;31105
Navarra;Fontellas;963;2017;31106
Navarra;Funes;2482;2017;31107
Navarra;Fustiñana;2466;2017;31108
Navarra;Galar;2194;2017;31109
Navarra;Gallipienzo/Galipentzu;99;2017;31110
Navarra;Gallués/Galoze;104;2017;31111
Navarra;Garaioa;89;2017;31112
Navarra;Garde;148;2017;31113
Navarra;Garínoain;456;2017;31114
Navarra;Garralda;184;2017;31115
Navarra;Genevilla;76;2017;31116
Navarra;Goizueta;717;2017;31117
Navarra;Goñi;169;2017;31118
Navarra;Güesa/Gorza;44;2017;31119
Navarra;Guesálaz/Gesalatz;454;2017;31120
Navarra;Guirguillano;76;2017;31121
Navarra;Hiriberri/Villanueva de Aezkoa;110;2017;31256
Navarra;Huarte/Uharte;6917;2017;31122
Navarra;Ibargoiti;247;2017;31124
Navarra;Igantzi;626;2017;31259
Navarra;Igúzquiza;338;2017;31125
Navarra;Imotz;430;2017;31126
Navarra;Irañeta;174;2017;31127
Navarra;Irurtzun;2183;2017;31904
Navarra;Isaba/Izaba;429;2017;31128
Navarra;Ituren;519;2017;31129
Navarra;Iturmendi;398;2017;31130
Navarra;Iza/Itza;1192;2017;31131
Navarra;Izagaondoa;183;2017;31132
Navarra;Izalzu/Itzaltzu;48;2017;31133
Navarra;Jaurrieta;186;2017;31134
Navarra;Javier;102;2017;31135
Navarra;Juslapeña;550;2017;31136
Navarra;Lakuntza;1262;2017;31138
Navarra;Lana;166;2017;31139
Navarra;Lantz;153;2017;31140
Navarra;Lapoblación;125;2017;31141
Navarra;Larraga;2060;2017;31142
Navarra;Larraona;104;2017;31143
Navarra;Larraun;974;2017;31144
Navarra;Lazagurría;193;2017;31145
Navarra;Leache/Leatxe;35;2017;31146
Navarra;Legarda;110;2017;31147
Navarra;Legaria;98;2017;31148
Navarra;Leitza;2856;2017;31149
Navarra;Lekunberri;1502;2017;31908
Navarra;Leoz/Leotz;232;2017;31150
Navarra;Lerga;70;2017;31151
Navarra;Lerín;1654;2017;31152
Navarra;Lesaka;2737;2017;31153
Navarra;Lezáun;252;2017;31154
Navarra;Liédena;301;2017;31155
Navarra;Lizoáin-Arriasgoiti;295;2017;31156
Navarra;Lodosa;4730;2017;31157
Navarra;Lónguida/Longida;303;2017;31158
Navarra;Lumbier;1336;2017;31159
Navarra;Luquin;128;2017;31160
Navarra;Luzaide/Valcarlos;387;2017;31248
Navarra;Mañeru;422;2017;31161
Navarra;Marañón;51;2017;31162
Navarra;Marcilla;2828;2017;31163
Navarra;Mélida;718;2017;31164
Navarra;Mendavia;3570;2017;31165
Navarra;Mendaza;301;2017;31166
Navarra;Mendigorría;1044;2017;31167
Navarra;Metauten;285;2017;31168
Navarra;Milagro;3400;2017;31169
Navarra;Mirafuentes;56;2017;31170
Navarra;Miranda de Arga;855;2017;31171
Navarra;Monreal/Elo;479;2017;31172
Navarra;Monteagudo;1078;2017;31173
Navarra;Morentin;126;2017;31174
Navarra;Mues;82;2017;31175
Navarra;Murchante;3944;2017;31176
Navarra;Murieta;334;2017;31177
Navarra;Murillo el Cuende;659;2017;31178
Navarra;Murillo el Fruto;603;2017;31179
Navarra;Muruzábal;241;2017;31180
Navarra;Navascués/Nabaskoze;145;2017;31181
Navarra;Nazar;39;2017;31182
Navarra;Noáin (Valle de Elorz)/Noain (Elortzibar);8115;2017;31088
Navarra;Obanos;906;2017;31183
Navarra;Ochagavía/Otsagabia;534;2017;31185
Navarra;Oco;77;2017;31184
Navarra;Odieta;362;2017;31186
Navarra;Oiz;130;2017;31187
Navarra;Olaibar;363;2017;31188
Navarra;Olazti/Olazagutía;1518;2017;31189
Navarra;Olejua;53;2017;31190
