PROVINCIA;NOMBRE;POB;AÑO;cod_mun
Asturias;Tineo;9904;2016;33073
Asturias;Valdés;12243;2016;33034
Asturias;Vegadeo;3911;2016;33074
Asturias;Villanueva de Oscos;307;2016;33075
Asturias;Villaviciosa;14642;2016;33076
Asturias;Villayón;1315;2016;33077
Asturias;Yernes y Tameza;155;2016;33078
Ávila;Adanero;220;2016;05001
Ávila;Adrada, La;2619;2016;05002
Ávila;Albornos;206;2016;05005
Ávila;Aldeanueva de Santa Cruz;119;2016;05007
Ávila;Aldeaseca;262;2016;05008
Ávila;Aldehuela, La;167;2016;05010
Ávila;Amavida;144;2016;05012
Ávila;Arenal, El;998;2016;05013
Ávila;Arenas de San Pedro;6615;2016;05014
Ávila;Arevalillo;86;2016;05015
Ávila;Arévalo;8123;2016;05016
Ávila;Aveinte;84;2016;05017
Ávila;Avellaneda;32;2016;05018
Ávila;Ávila;58083;2016;05019
Ávila;Barco de Ávila, El;2474;2016;05021
Ávila;Barraco, El;1923;2016;05022
Ávila;Barromán;184;2016;05023
Ávila;Becedas;230;2016;05024
Ávila;Becedillas;99;2016;05025
Ávila;Bercial de Zapardiel;211;2016;05026
Ávila;Berlanas, Las;328;2016;05027
Ávila;Bernuy-Zapardiel;130;2016;05029
Ávila;Berrocalejo de Aragona;48;2016;05030
Ávila;Blascomillán;201;2016;05033
Ávila;Blasconuño de Matacabras;14;2016;05034
Ávila;Blascosancho;109;2016;05035
Ávila;Bohodón, El;130;2016;05036
Ávila;Bohoyo;283;2016;05037
Ávila;Bonilla de la Sierra;123;2016;05038
Ávila;Brabos;49;2016;05039
Ávila;Bularros;69;2016;05040
Ávila;Burgohondo;1208;2016;05041
Ávila;Cabezas de Alambre;165;2016;05042
Ávila;Cabezas del Pozo;84;2016;05043
Ávila;Cabezas del Villar;283;2016;05044
Ávila;Cabizuela;96;2016;05045
Ávila;Canales;52;2016;05046
Ávila;Candeleda;5034;2016;05047
Ávila;Cantiveros;120;2016;05048
Ávila;Cardeñosa;450;2016;05049
Ávila;Carrera, La;192;2016;05051
Ávila;Casas del Puerto;98;2016;05052
Ávila;Casasola;74;2016;05053
Ávila;Casavieja;1479;2016;05054
Ávila;Casillas;672;2016;05055
Ávila;Castellanos de Zapardiel;97;2016;05056
Ávila;Cebreros;3188;2016;05057
Ávila;Cepeda la Mora;82;2016;05058
Ávila;Chamartín;88;2016;05067
Ávila;Cillán;112;2016;05059
Ávila;Cisla;115;2016;05060
Ávila;Colilla, La;321;2016;05061
Ávila;Collado de Contreras;183;2016;05062
Ávila;Collado del Mirón;33;2016;05063
Ávila;Constanzana;112;2016;05064
Ávila;Crespos;515;2016;05065
Ávila;Cuevas del Valle;507;2016;05066
Ávila;Diego del Carpio;154;2016;05903
Ávila;Donjimeno;80;2016;05069
Ávila;Donvidas;36;2016;05070
Ávila;Espinosa de los Caballeros;97;2016;05072
Ávila;Flores de Ávila;314;2016;05073
Ávila;Fontiveros;758;2016;05074
Ávila;Fresnedilla;122;2016;05075
Ávila;Fresno, El;597;2016;05076
Ávila;Fuente el Saúz;173;2016;05077
Ávila;Fuentes de Año;117;2016;05078
Ávila;Gallegos de Altamiros;69;2016;05079
Ávila;Gallegos de Sobrinos;55;2016;05080
Ávila;Garganta del Villar;41;2016;05081
Ávila;Gavilanes;615;2016;05082
Ávila;Gemuño;161;2016;05083
Ávila;Gil García;41;2016;05085
Ávila;Gilbuena;74;2016;05084
Ávila;Gimialcón;82;2016;05086
Ávila;Gotarrendura;162;2016;05087
Ávila;Grandes y San Martín;28;2016;05088
Ávila;Guisando;534;2016;05089
Ávila;Gutierre-Muñoz;83;2016;05090
Ávila;Hernansancho;171;2016;05092
Ávila;Herradón de Pinares;524;2016;05093
Ávila;Herreros de Suso;135;2016;05094
Ávila;Higuera de las Dueñas;297;2016;05095
Ávila;Hija de Dios, La;81;2016;05096
Ávila;Horcajada, La;511;2016;05097
Ávila;Horcajo de las Torres;541;2016;05099
Ávila;Hornillo, El;311;2016;05100
Ávila;Hoyo de Pinares, El;2267;2016;05102
Ávila;Hoyocasero;310;2016;05101
Ávila;Hoyorredondo;75;2016;05103
Ávila;Hoyos de Miguel Muñoz;34;2016;05106
Ávila;Hoyos del Collado;37;2016;05104
Ávila;Hoyos del Espino;391;2016;05105
Ávila;Hurtumpascual;58;2016;05107
Ávila;Junciana;49;2016;05108
Ávila;Langa;505;2016;05109
Ávila;Lanzahíta;885;2016;05110
Ávila;Llanos de Tormes, Los;72;2016;05113
Ávila;Losar del Barco, El;109;2016;05112
Ávila;Madrigal de las Altas Torres;1503;2016;05114
Ávila;Maello;627;2016;05115
Ávila;Malpartida de Corneja;113;2016;05116
Ávila;Mamblas;215;2016;05117
Ávila;Mancera de Arriba;87;2016;05118
Ávila;Manjabálago y Ortigosa de Rioalmar;32;2016;05119
Ávila;Marlín;39;2016;05120
Ávila;Martiherrero;306;2016;05121
Ávila;Martínez;132;2016;05122
Ávila;Mediana de Voltoya;106;2016;05123
Ávila;Medinilla;106;2016;05124
Ávila;Mengamuñoz;63;2016;05125
Ávila;Mesegar de Corneja;70;2016;05126
Ávila;Mijares;755;2016;05127
Ávila;Mingorría;400;2016;05128
Ávila;Mirón, El;128;2016;05129
Ávila;Mironcillo;97;2016;05130
Ávila;Mirueña de los Infanzones;100;2016;05131
Ávila;Mombeltrán;1111;2016;05132
Ávila;Monsalupe;73;2016;05133
Ávila;Moraleja de Matacabras;52;2016;05134
Ávila;Muñana;426;2016;05135
Ávila;Muñico;112;2016;05136
Ávila;Muñogalindo;369;2016;05138
Ávila;Muñogrande;69;2016;05139
Ávila;Muñomer del Peco;128;2016;05140
Ávila;Muñopepe;110;2016;05141
Ávila;Muñosancho;103;2016;05142
Ávila;Muñotello;62;2016;05143
Ávila;Narrillos del Álamo;83;2016;05144
Ávila;Narrillos del Rebollar;52;2016;05145
Ávila;Narros de Saldueña;104;2016;05149
Ávila;Narros del Castillo;171;2016;05147
Ávila;Narros del Puerto;26;2016;05148
Ávila;Nava de Arévalo;775;2016;05152
Ávila;Nava del Barco;105;2016;05153
Ávila;Navacepedilla de Corneja;104;2016;05151
Ávila;Navadijos;41;2016;05154
Ávila;Navaescurial;57;2016;05155
Ávila;Navahondilla;324;2016;05156
Ávila;Navalacruz;251;2016;05157
Ávila;Navalmoral;355;2016;05158
Ávila;Navalonguilla;256;2016;05159
Ávila;Navalosa;332;2016;05160
Ávila;Navalperal de Pinares;818;2016;05161
Ávila;Navalperal de Tormes;93;2016;05162
Ávila;Navaluenga;1967;2016;05163
Ávila;Navaquesera;24;2016;05164
Ávila;Navarredonda de Gredos;458;2016;05165
Ávila;Navarredondilla;195;2016;05166
Ávila;Navarrevisca;292;2016;05167
Ávila;Navas del Marqués, Las;5272;2016;05168
Ávila;Navatalgordo;237;2016;05169
Ávila;Navatejares;57;2016;05170
Ávila;Neila de San Miguel;73;2016;05171
Ávila;Niharra;178;2016;05172
Ávila;Ojos-Albos;67;2016;05173
Ávila;Orbita;78;2016;05174
Ávila;Oso, El;173;2016;05175
Ávila;Padiernos;291;2016;05176
Ávila;Pajares de Adaja;186;2016;05177
Ávila;Palacios de Goda;423;2016;05178
Ávila;Papatrigo;252;2016;05179
Ávila;Parral, El;74;2016;05180
Ávila;Pascualcobo;50;2016;05181
Ávila;Pedro Bernardo;892;2016;05182
Ávila;Pedro-Rodríguez;151;2016;05183
Ávila;Peguerinos;308;2016;05184
Ávila;Peñalba de Ávila;108;2016;05185
