Geografía;Tipología penal;Periodos:;Total
ANDALUCÍA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2024;248.875
ANDALUCÍA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2025;247.069
ANDALUCÍA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2025/2024;-0,7
ANDALUCÍA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2024;68
ANDALUCÍA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2025;71
ANDALUCÍA;1. Homicidios dolosos y asesinatos consumados;Variación % 2025/2024;4,4
ANDALUCÍA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2024;214
ANDALUCÍA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2025;222
ANDALUCÍA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2025/2024;3,7
ANDALUCÍA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2024;4.116
ANDALUCÍA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2025;4.379
ANDALUCÍA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2025/2024;6,4
ANDALUCÍA;4. Secuestro;enero-septiembre 2024;20
ANDALUCÍA;4. Secuestro;enero-septiembre 2025;34
ANDALUCÍA;4. Secuestro;Variación % 2025/2024;70,0
ANDALUCÍA;5. Delitos contra la libertad sexual;enero-septiembre 2024;2.383
ANDALUCÍA;5. Delitos contra la libertad sexual;enero-septiembre 2025;2.397
ANDALUCÍA;5. Delitos contra la libertad sexual;Variación % 2025/2024;0,6
ANDALUCÍA;5.1.-Agresión sexual con penetración;enero-septiembre 2024;476
ANDALUCÍA;5.1.-Agresión sexual con penetración;enero-septiembre 2025;474
ANDALUCÍA;5.1.-Agresión sexual con penetración;Variación % 2025/2024;-0,4
ANDALUCÍA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2024;1.907
ANDALUCÍA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2025;1.923
ANDALUCÍA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2025/2024;0,8
ANDALUCÍA;6. Robos con violencia e intimidación;enero-septiembre 2024;5.626
ANDALUCÍA;6. Robos con violencia e intimidación;enero-septiembre 2025;5.451
ANDALUCÍA;6. Robos con violencia e intimidación;Variación % 2025/2024;-3,1
ANDALUCÍA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2024;13.940
ANDALUCÍA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2025;11.906
ANDALUCÍA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2025/2024;-14,6
ANDALUCÍA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2024;9.878
ANDALUCÍA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2025;8.332
ANDALUCÍA;7.1.-Robos con fuerza en domicilios;Variación % 2025/2024;-15,7
ANDALUCÍA;8. Hurtos;enero-septiembre 2024;70.407
ANDALUCÍA;8. Hurtos;enero-septiembre 2025;67.111
ANDALUCÍA;8. Hurtos;Variación % 2025/2024;-4,7
ANDALUCÍA;9. Sustracciones de vehículos;enero-septiembre 2024;4.556
ANDALUCÍA;9. Sustracciones de vehículos;enero-septiembre 2025;4.660
ANDALUCÍA;9. Sustracciones de vehículos;Variación % 2025/2024;2,3
ANDALUCÍA;10. Tráfico de drogas;enero-septiembre 2024;3.330
ANDALUCÍA;10. Tráfico de drogas;enero-septiembre 2025;3.142
ANDALUCÍA;10. Tráfico de drogas;Variación % 2025/2024;-5,6
ANDALUCÍA;11. Resto de criminalidad convencional;enero-septiembre 2024;144.215
ANDALUCÍA;11. Resto de criminalidad convencional;enero-septiembre 2025;147.696
ANDALUCÍA;11. Resto de criminalidad convencional;Variación % 2025/2024;2,4
ANDALUCÍA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2024;60.474
ANDALUCÍA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2025;68.556
ANDALUCÍA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);Variación % 2025/2024;13,4
ANDALUCÍA;12.-Estafas informáticas;enero-septiembre 2024;52.887
ANDALUCÍA;12.-Estafas informáticas;enero-septiembre 2025;58.988
ANDALUCÍA;12.-Estafas informáticas;Variación % 2025/2024;11,5
ANDALUCÍA;13.-Otros ciberdelitos;enero-septiembre 2024;7.587
ANDALUCÍA;13.-Otros ciberdelitos;enero-septiembre 2025;9.568
ANDALUCÍA;13.-Otros ciberdelitos;Variación % 2025/2024;26,1
ANDALUCÍA;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2024;309.349
ANDALUCÍA;III. TOTAL INFRACCIONES PENALES;enero-septiembre 2025;315.625
ANDALUCÍA;III. TOTAL INFRACCIONES PENALES;Variación % 2025/2024;2,0
Provincia de ALMERÍA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2024;21.297
Provincia de ALMERÍA;I. CRIMINALIDAD CONVENCIONAL;enero-septiembre 2025;22.365
Provincia de ALMERÍA;I. CRIMINALIDAD CONVENCIONAL;Variación % 2025/2024;5,0
Provincia de ALMERÍA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2024;11
Provincia de ALMERÍA;1. Homicidios dolosos y asesinatos consumados;enero-septiembre 2025;9
Provincia de ALMERÍA;1. Homicidios dolosos y asesinatos consumados;Variación % 2025/2024;-18,2
Provincia de ALMERÍA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2024;12
Provincia de ALMERÍA;2. Homicidios dolosos y asesinatos en grado tentativa;enero-septiembre 2025;22
Provincia de ALMERÍA;2. Homicidios dolosos y asesinatos en grado tentativa;Variación % 2025/2024;83,3
Provincia de ALMERÍA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2024;410
Provincia de ALMERÍA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;enero-septiembre 2025;443
Provincia de ALMERÍA;3. Delitos graves y menos graves de lesiones y riña tumultuaria;Variación % 2025/2024;8,0
Provincia de ALMERÍA;4. Secuestro;enero-septiembre 2024;1
Provincia de ALMERÍA;4. Secuestro;enero-septiembre 2025;0
Provincia de ALMERÍA;4. Secuestro;Variación % 2025/2024;-100,0
Provincia de ALMERÍA;5. Delitos contra la libertad sexual;enero-septiembre 2024;263
Provincia de ALMERÍA;5. Delitos contra la libertad sexual;enero-septiembre 2025;254
Provincia de ALMERÍA;5. Delitos contra la libertad sexual;Variación % 2025/2024;-3,4
Provincia de ALMERÍA;5.1.-Agresión sexual con penetración;enero-septiembre 2024;54
Provincia de ALMERÍA;5.1.-Agresión sexual con penetración;enero-septiembre 2025;47
Provincia de ALMERÍA;5.1.-Agresión sexual con penetración;Variación % 2025/2024;-13,0
Provincia de ALMERÍA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2024;209
Provincia de ALMERÍA;5.2.-Resto de delitos contra la libertad sexual;enero-septiembre 2025;207
Provincia de ALMERÍA;5.2.-Resto de delitos contra la libertad sexual;Variación % 2025/2024;-1,0
Provincia de ALMERÍA;6. Robos con violencia e intimidación;enero-septiembre 2024;536
Provincia de ALMERÍA;6. Robos con violencia e intimidación;enero-septiembre 2025;501
Provincia de ALMERÍA;6. Robos con violencia e intimidación;Variación % 2025/2024;-6,5
Provincia de ALMERÍA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2024;1.157
Provincia de ALMERÍA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;enero-septiembre 2025;1.028
Provincia de ALMERÍA;7. Robos con fuerza en domicilios, establecimientos y otras instalaciones;Variación % 2025/2024;-11,1
Provincia de ALMERÍA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2024;918
Provincia de ALMERÍA;7.1.-Robos con fuerza en domicilios;enero-septiembre 2025;796
Provincia de ALMERÍA;7.1.-Robos con fuerza en domicilios;Variación % 2025/2024;-13,3
Provincia de ALMERÍA;8. Hurtos;enero-septiembre 2024;4.954
Provincia de ALMERÍA;8. Hurtos;enero-septiembre 2025;5.376
Provincia de ALMERÍA;8. Hurtos;Variación % 2025/2024;8,5
Provincia de ALMERÍA;9. Sustracciones de vehículos;enero-septiembre 2024;280
Provincia de ALMERÍA;9. Sustracciones de vehículos;enero-septiembre 2025;226
Provincia de ALMERÍA;9. Sustracciones de vehículos;Variación % 2025/2024;-19,3
Provincia de ALMERÍA;10. Tráfico de drogas;enero-septiembre 2024;349
Provincia de ALMERÍA;10. Tráfico de drogas;enero-septiembre 2025;330
Provincia de ALMERÍA;10. Tráfico de drogas;Variación % 2025/2024;-5,4
Provincia de ALMERÍA;11. Resto de criminalidad convencional;enero-septiembre 2024;13.324
Provincia de ALMERÍA;11. Resto de criminalidad convencional;enero-septiembre 2025;14.176
Provincia de ALMERÍA;11. Resto de criminalidad convencional;Variación % 2025/2024;6,4
Provincia de ALMERÍA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2024;4.376
Provincia de ALMERÍA;II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber);enero-septiembre 2025;4.739
